Product ID,Type,Failure Type,Torque _Nm_,Tool wear _min_,Air temperature _K_,Process temperature _K_,Rotational speed _rpm_,risk_score,risk_classification,highest_wear_machine,avg_air_Temp,avg_process_temp,avg_rotational_speed,total_tool_wear,avg_torque,highest_failure_per_product_id,worst_machine_types
H30402,H,No Failure,25.9,154,296.3,307.1,1774,2,Low Risk,154,296.3,307.1,1774.0,154,25.9,9539,890
H30400,H,No Failure,32.5,146,296.4,307.1,1638,1,Low Risk,146,296.4,307.1,1638.0,146,32.5,9540,891
H30370,H,No Failure,32.2,76,295.6,306.2,1632,1,Low Risk,76,295.6,306.2,1632.0,76,32.2,9541,892
H30368,H,No Failure,42.5,69,295.6,306.2,1414,0,Low Risk,69,295.6,306.2,1414.0,69,42.5,9542,893
H30365,H,No Failure,35.8,60,295.6,306.3,1509,0,Low Risk,60,295.6,306.3,1509.0,60,35.8,9543,894
H30341,H,No Failure,52.4,0,295.6,306.0,1396,1,Low Risk,0,295.6,306.0,1396.0,0,52.4,9544,895
H30339,H,No Failure,30.9,210,295.6,306.1,1623,2,Low Risk,210,295.6,306.1,1623.0,210,30.9,9545,896
H30335,H,No Failure,37.2,197,295.5,305.9,1593,1,Low Risk,197,295.5,305.9,1593.0,197,37.2,9546,897
H30318,H,No Failure,49.8,151,295.7,306.2,1458,1,Low Risk,151,295.7,306.2,1458.0,151,49.8,9547,898
H30315,H,No Failure,62.3,142,295.6,306.1,1256,1,Low Risk,142,295.6,306.1,1256.0,142,62.3,9548,899
H30313,H,No Failure,55.3,135,295.6,306.2,1329,1,Low Risk,135,295.6,306.2,1329.0,135,55.3,9549,900
H30301,H,No Failure,16.5,105,295.7,306.2,2161,1,Low Risk,105,295.7,306.2,2161.0,105,16.5,9550,901
H30281,H,No Failure,33.2,55,295.9,306.5,1594,0,Low Risk,55,295.9,306.5,1594.0,55,33.2,9551,902
H30276,H,No Failure,31.0,41,296.1,306.8,1645,1,Low Risk,41,296.1,306.8,1645.0,41,31.0,9552,903
H30274,H,No Failure,32.6,33,296.1,306.9,1541,0,Low Risk,33,296.1,306.9,1541.0,33,32.6,9553,904
H30273,H,No Failure,40.6,28,296.2,307.0,1542,0,Low Risk,28,296.2,307.0,1542.0,28,40.6,9554,905
H30263,H,No Failure,35.5,0,296.4,307.4,1586,0,Low Risk,0,296.4,307.4,1586.0,0,35.5,9555,906
H30252,H,No Failure,41.5,189,296.6,307.4,1406,1,Low Risk,189,296.6,307.4,1406.0,189,41.5,9556,907
H30248,H,No Failure,50.2,177,296.6,307.4,1333,2,Medium Risk,177,296.6,307.4,1333.0,177,50.2,9557,908
H30217,H,No Failure,37.8,104,296.9,307.8,1549,0,Low Risk,104,296.9,307.8,1549.0,104,37.8,9558,909
H30208,H,No Failure,32.6,79,296.9,307.9,1547,0,Low Risk,79,296.9,307.9,1547.0,79,32.6,9559,910
H30197,H,No Failure,33.4,50,296.7,307.9,1579,0,Low Risk,50,296.7,307.9,1579.0,50,33.4,9560,911
H30186,H,No Failure,51.0,24,296.8,308.0,1453,1,Low Risk,24,296.8,308.0,1453.0,24,51.0,9561,912
H30185,H,No Failure,58.6,19,296.8,308.0,1311,1,Low Risk,19,296.8,308.0,1311.0,19,58.6,9562,913
H30169,H,No Failure,43.7,222,296.8,308.1,1492,1,Low Risk,222,296.8,308.1,1492.0,222,43.7,9563,914
H30162,H,No Failure,46.3,203,296.7,308.1,1528,1,Low Risk,203,296.7,308.1,1528.0,203,46.3,9564,915
H30151,H,No Failure,39.2,177,296.9,308.3,1474,1,Low Risk,177,296.9,308.3,1474.0,177,39.2,9565,916
H30148,H,No Failure,54.6,168,297.0,308.4,1305,2,Medium Risk,168,297.0,308.4,1305.0,168,54.6,9566,917
H30141,H,No Failure,37.6,147,297.3,308.6,1499,0,Low Risk,147,297.3,308.6,1499.0,147,37.6,9567,918
H30130,H,No Failure,45.8,120,297.4,308.6,1420,0,Low Risk,120,297.4,308.6,1420.0,120,45.8,9568,919
H30117,H,No Failure,40.9,87,297.7,308.9,1479,0,Low Risk,87,297.7,308.9,1479.0,87,40.9,9569,920
H30113,H,No Failure,39.2,74,297.5,308.7,1416,0,Low Risk,74,297.5,308.7,1416.0,74,39.2,9570,921
H30104,H,No Failure,40.2,51,297.6,309.0,1413,0,Low Risk,51,297.6,309.0,1413.0,51,40.2,9571,922
H30103,H,No Failure,55.6,46,297.6,309.0,1354,1,Low Risk,46,297.6,309.0,1354.0,46,55.6,9572,923
H30102,H,No Failure,26.4,41,297.6,309.0,1735,1,Low Risk,41,297.6,309.0,1735.0,41,26.4,9573,924
H30096,H,No Failure,48.8,23,297.8,309.0,1410,0,Low Risk,23,297.8,309.0,1410.0,23,48.8,9574,925
H30090,H,No Failure,34.7,5,297.9,309.2,1577,0,Low Risk,5,297.9,309.2,1577.0,5,34.7,9575,926
H30083,H,No Failure,37.7,197,297.5,308.9,1471,1,Low Risk,197,297.5,308.9,1471.0,197,37.7,9576,927
H30062,H,No Failure,48.9,147,297.7,309.3,1400,0,Low Risk,147,297.7,309.3,1400.0,147,48.9,9577,928
H30058,H,No Failure,30.2,135,297.7,309.4,1608,1,Low Risk,135,297.7,309.4,1608.0,135,30.2,9578,929
H30046,H,No Failure,47.1,105,298.3,310.0,1419,0,Low Risk,105,298.3,310.0,1419.0,105,47.1,9579,930
H30038,H,No Failure,37.6,85,298.3,310.1,1509,0,Low Risk,85,298.3,310.1,1509.0,85,37.6,9580,931
H30032,H,No Failure,44.2,68,298.2,310.0,1433,0,Low Risk,68,298.2,310.0,1433.0,68,44.2,9581,932
H30030,H,No Failure,29.1,60,298.1,309.9,1686,1,Low Risk,60,298.1,309.9,1686.0,60,29.1,9582,933
H30013,H,No Failure,31.1,20,297.7,309.7,1616,1,Low Risk,20,297.7,309.7,1616.0,20,31.1,9583,934
H30011,H,No Failure,46.6,13,297.6,309.6,1428,0,Low Risk,13,297.6,309.6,1428.0,13,46.6,9584,935
H30008,H,No Failure,50.4,2,297.6,309.6,1278,1,Low Risk,2,297.6,309.6,1278.0,2,50.4,9585,936
H30006,H,No Failure,27.9,240,297.5,309.5,1668,2,Low Risk,240,297.5,309.5,1668.0,240,27.9,9586,937
H30005,H,No Failure,41.7,235,297.5,309.3,1525,1,Low Risk,235,297.5,309.3,1525.0,235,41.7,9587,938
H30001,H,No Failure,33.1,224,297.6,309.5,1623,2,Low Risk,224,297.6,309.5,1623.0,224,33.1,9588,939
H29998,H,No Failure,48.2,215,297.6,309.6,1419,1,Low Risk,215,297.6,309.6,1419.0,215,48.2,9589,940
H29997,H,No Failure,32.2,210,297.7,309.6,1697,2,Low Risk,210,297.7,309.6,1697.0,210,32.2,9590,941
H29990,H,No Failure,51.1,191,297.7,309.7,1440,2,Medium Risk,191,297.7,309.7,1440.0,191,51.1,9591,942
H29979,H,No Failure,35.8,160,297.7,309.7,1570,1,Low Risk,160,297.7,309.7,1570.0,160,35.8,9592,943
H29978,H,No Failure,32.1,155,297.6,309.6,1669,2,Low Risk,155,297.6,309.6,1669.0,155,32.1,9593,944
H29968,H,No Failure,45.3,129,297.5,309.4,1368,0,Low Risk,129,297.5,309.4,1368.0,129,45.3,9594,945
H29957,H,No Failure,36.1,100,297.5,309.3,1563,0,Low Risk,100,297.5,309.3,1563.0,100,36.1,9595,946
H29951,H,No Failure,43.0,83,297.4,309.3,1516,0,Low Risk,83,297.4,309.3,1516.0,83,43.0,9596,947
H29949,H,No Failure,52.4,76,297.4,309.3,1365,1,Low Risk,76,297.4,309.3,1365.0,76,52.4,9597,948
H29921,H,No Failure,48.2,10,297.8,309.4,1445,0,Low Risk,10,297.8,309.4,1445.0,10,48.2,9598,949
H29909,H,No Failure,49.7,201,297.5,309.3,1459,1,Low Risk,201,297.5,309.3,1459.0,201,49.7,9599,950
H29891,H,No Failure,41.4,156,297.4,309.0,1468,1,Low Risk,156,297.4,309.0,1468.0,156,41.4,9600,951
H29885,H,No Failure,42.4,139,297.3,308.8,1419,0,Low Risk,139,297.3,308.8,1419.0,139,42.4,9601,952
H29884,H,No Failure,44.2,134,297.3,308.8,1499,0,Low Risk,134,297.3,308.8,1499.0,134,44.2,9602,953
H29874,H,No Failure,42.0,109,297.3,308.6,1431,0,Low Risk,109,297.3,308.6,1431.0,109,42.0,9603,954
H29870,H,No Failure,47.6,98,297.3,308.7,1478,0,Low Risk,98,297.3,308.7,1478.0,98,47.6,9604,955
H29865,H,No Failure,46.1,84,297.5,308.6,1440,0,Low Risk,84,297.5,308.6,1440.0,84,46.1,9605,956
H29857,H,No Failure,45.1,63,297.4,308.5,1469,0,Low Risk,63,297.4,308.5,1469.0,63,45.1,9606,957
H29855,H,No Failure,46.6,56,297.5,308.5,1393,0,Low Risk,56,297.5,308.5,1393.0,56,46.6,9607,958
H29812,H,No Failure,43.6,169,297.4,308.3,1502,1,Low Risk,169,297.4,308.3,1502.0,169,43.6,9608,959
H29783,H,No Failure,36.1,98,297.5,308.4,1587,0,Low Risk,98,297.5,308.4,1587.0,98,36.1,9609,960
H29776,H,No Failure,30.9,79,297.6,308.3,1640,1,Low Risk,79,297.6,308.3,1640.0,79,30.9,9610,961
H29767,H,No Failure,30.0,54,297.5,308.3,1674,1,Low Risk,54,297.5,308.3,1674.0,54,30.0,9611,962
H29764,H,No Failure,44.3,43,297.6,308.3,1400,0,Low Risk,43,297.6,308.3,1400.0,43,44.3,9612,963
H29743,H,No Failure,29.9,210,297.7,308.5,1720,2,Low Risk,210,297.7,308.5,1720.0,210,29.9,9613,964
H29742,H,No Failure,31.4,205,297.6,308.4,1703,2,Low Risk,205,297.6,308.4,1703.0,205,31.4,9614,965
H29734,H,No Failure,38.2,185,297.8,308.4,1550,1,Low Risk,185,297.8,308.4,1550.0,185,38.2,9615,966
H29724,H,No Failure,41.8,160,298.0,308.6,1526,1,Low Risk,160,298.0,308.6,1526.0,160,41.8,9616,967
H29716,H,No Failure,35.1,138,297.8,308.4,1512,0,Low Risk,138,297.8,308.4,1512.0,138,35.1,9617,968
H29712,H,No Failure,18.7,126,297.9,308.5,2129,1,Low Risk,126,297.9,308.5,2129.0,126,18.7,9618,969
H29707,H,No Failure,44.8,111,298.1,308.5,1392,0,Low Risk,111,298.1,308.5,1392.0,111,44.8,9619,970
H29702,H,No Failure,42.2,98,298.2,308.4,1385,0,Low Risk,98,298.2,308.4,1385.0,98,42.2,9620,971
H29691,H,No Failure,50.7,70,298.0,308.0,1479,1,Low Risk,70,298.0,308.0,1479.0,70,50.7,9621,972
H29684,H,No Failure,39.6,51,298.0,308.0,1520,0,Low Risk,51,298.0,308.0,1520.0,51,39.6,9622,973
H29682,H,No Failure,24.8,44,297.9,308.0,1800,1,Low Risk,44,297.9,308.0,1800.0,44,24.8,9623,974
H29680,H,No Failure,43.7,37,298.0,308.1,1440,0,Low Risk,37,298.0,308.1,1440.0,37,43.7,9624,975
H29635,H,No Failure,24.3,153,298.4,308.5,1827,2,Low Risk,153,298.4,308.5,1827.0,153,24.3,9625,976
H29626,H,No Failure,52.9,130,298.4,308.7,1344,1,Low Risk,130,298.4,308.7,1344.0,130,52.9,9626,977
H29610,H,No Failure,49.5,91,298.3,308.6,1432,0,Low Risk,91,298.3,308.6,1432.0,91,49.5,9627,978
H29607,H,No Failure,34.6,81,298.2,308.4,1678,1,Low Risk,81,298.2,308.4,1678.0,81,34.6,9628,979
H29606,H,No Failure,51.8,76,298.2,308.4,1398,1,Low Risk,76,298.2,308.4,1398.0,76,51.8,9629,980
H29595,H,No Failure,24.2,49,298.2,308.3,1824,1,Low Risk,49,298.2,308.3,1824.0,49,24.2,9630,981
H29581,H,No Failure,42.9,15,298.4,308.3,1458,0,Low Risk,15,298.4,308.3,1458.0,15,42.9,9631,982
H29580,H,No Failure,32.6,10,298.4,308.2,1612,1,Low Risk,10,298.4,308.2,1612.0,10,32.6,9632,983
H29571,H,No Failure,43.5,206,298.4,308.2,1478,1,Low Risk,206,298.4,308.2,1478.0,206,43.5,9633,984
H29569,H,No Failure,19.8,198,298.4,308.2,1987,2,Low Risk,198,298.4,308.2,1987.0,198,19.8,9634,985
H29560,H,No Failure,36.1,174,298.5,308.4,1612,2,Low Risk,174,298.5,308.4,1612.0,174,36.1,9635,986
H29557,H,No Failure,50.5,164,298.6,308.4,1407,2,Medium Risk,164,298.6,308.4,1407.0,164,50.5,9636,987
H29552,H,No Failure,49.4,150,298.8,308.6,1449,0,Low Risk,150,298.8,308.6,1449.0,150,49.4,9637,988
H29550,H,No Failure,45.7,143,298.7,308.5,1420,0,Low Risk,143,298.7,308.5,1420.0,143,45.7,9638,989
H29525,H,No Failure,43.5,84,298.7,308.6,1499,0,Low Risk,84,298.7,308.6,1499.0,84,43.5,9639,990
H29522,H,No Failure,32.7,75,298.9,308.8,1621,1,Low Risk,75,298.9,308.8,1621.0,75,32.7,9640,991
H29500,H,No Failure,43.9,20,299.0,309.0,1436,0,Low Risk,20,299.0,309.0,1436.0,20,43.9,9641,992
H29494,H,No Failure,49.9,4,298.8,308.8,1445,0,Low Risk,4,298.8,308.8,1445.0,4,49.9,9642,993
H29481,H,No Failure,44.1,184,298.8,308.9,1466,1,Low Risk,184,298.8,308.9,1466.0,184,44.1,9643,994
H29466,H,No Failure,43.8,147,298.8,309.0,1497,0,Low Risk,147,298.8,309.0,1497.0,147,43.8,9644,995
H29462,H,No Failure,53.9,135,298.8,309.2,1425,1,Low Risk,135,298.8,309.2,1425.0,135,53.9,9645,996
H29457,H,No Failure,48.5,120,298.8,309.2,1372,0,Low Risk,120,298.8,309.2,1372.0,120,48.5,9646,997
H29452,H,No Failure,50.7,106,298.9,309.2,1379,1,Low Risk,106,298.9,309.2,1379.0,106,50.7,9647,998
H29441,H,No Failure,24.6,77,299.1,309.4,1811,1,Low Risk,77,299.1,309.4,1811.0,77,24.6,9648,999
H29434,H,No Failure,42.7,58,298.9,309.3,1375,0,Low Risk,58,298.9,309.3,1375.0,58,42.7,9649,1000
